evolution$generation,diffusion,alphalocalization,growthrate,population,diffusionsteps,moran,distance,entropy,slope,evolution$samples
20086,2.0180060082306906E-4,3.99260357867079,500.0,500000.0,5.0,0.0024142952791366256,0.01643105516330591,0.1371584297570071,-3.043826141401263,1
20086,2.7071152254337183E-4,4.000000000000002,501.9104598079079,496850.6774383857,5.0,0.004081898442070306,0.020818109411188536,0.1826804869296136,-3.412647583192848,2
20086,2.4248622958014868E-4,3.986507542309106,500.0,500000.0,5.0,0.0035478673056315952,0.0194486224501685,0.17667942905317635,-3.1724686597309706,2
20086,2.691486490538207E-4,3.9925256155416604,500.19881035396014,499454.615218157,4.968141134686364,0.0034656414462365627,0.018821121252201603,0.18370964902101983,-2.9735841628422133,3
20086,0.0,1.8825722928256488,500.0,119708.54575549407,2.227275408999713,-1.2947388444289087E-4,0.11957438148815613,0.055801920792614236,-1.1103591977622704,7
20086,2.795004632172538E-4,3.868291191761651,500.0,500000.0,5.0,0.0037153536528252776,0.020121569256848222,0.1734237606294635,-3.3651120782219213,1
20086,3.152275640808589E-4,3.452948853986549,500.0,495917.395228525,4.7925688149329,0.0031908639426596113,0.018598239210334145,0.16039496968680472,-3.309440340920066,1
20086,0.0,1.4597186651177831,500.0,420580.93712877156,1.3229581724114576,-1.0939245943872164E-4,0.13856495903510854,0.06014767149706417,-1.469774698757042,14
20086,0.0,1.6068720277058357,500.0,373991.1494117459,5.0,-1.0122608737001321E-4,0.0536069097967474,0.025880662914468174,-1.2472182446659952,2
20086,0.0,1.5907301061669623,500.0,473817.18723678734,4.519313081437829,-9.63497044410923E-5,0.060218667835674616,0.027474412459446197,-1.2906826054937865,10
20086,4.4211990680813286E-4,3.972099832118352,500.0,243102.92156685967,5.0,0.002605511283309067,0.02387806224525805,0.14810628562679043,-2.731064704494635,2
20086,0.0,1.5021566780791382,500.0,473575.36207306234,4.985143885329033,-1.1450319653310087E-4,0.16578691736716505,0.06905525638407148,-1.6612429965517066,1
20086,2.0311626842498443E-4,4.000000000000002,500.0,499836.4837272059,4.94490677460214,0.0025456764871680726,0.01656754894963835,0.15543695403946747,-2.6887231441273904,2
20086,0.0,1.4157343091862846,500.0,300190.6658583423,4.802601675390375,-1.3663553836851638E-4,0.1923757238537883,0.09723427195830163,-1.5319594935475669,1
20086,1.9099235996986394E-4,4.000000000000002,500.0,500000.0,5.0,0.003080078588427715,0.018481656712884174,0.17168844046175133,-2.843576485751657,11
20086,2.888771405900442E-4,4.000000000000002,500.0,492508.22606743855,5.0,0.003929546240305482,0.021233989817357593,0.17848407472899058,-3.388819181616606,2
20086,7.008046595858187E-4,3.6865205031272916,503.36385764795284,500000.0,2.8310722403571287,0.003678854953387134,0.02015653885440919,0.17317941323691108,-3.2945405541747297,2
20086,0.0,1.4807692810552306,681.2742924222061,500000.0,1.0570243398151873,-1.0034061525203353E-4,0.07879970355741511,0.04257544008000856,-1.3586852110343586,13
20086,4.4180335889792846E-4,3.9898457138649697,500.0,500000.0,2.7532561226265253,0.0027840897445349675,0.017181587432201405,0.16373937711842593,-2.803828701889617,2
20086,0.0,1.4733567129062481,669.494763491924,500000.0,1.0533178650496096,-1.0591817978227595E-4,0.1032739758417521,0.052406526246206044,-1.4287526895186116,43
20086,3.5503692270431766E-4,4.000000000000002,500.0,184653.20326376832,4.825855725148987,0.001511339680513333,0.023397253941439718,0.12383112358617789,-1.6382864184443575,12
20086,2.6026626236812223E-4,4.000000000000002,500.0,493203.4508747944,4.998651286057992,0.0025311747773608733,0.01699736209614642,0.13786590161569665,-3.2199944262220717,1
20086,0.0,1.598642374396541,500.0,373604.6263051104,5.0,-1.049091029250244E-4,0.09342853362823346,0.03394598227292359,-1.229902087915404,5
20086,1.800595760612388E-4,4.000000000000002,500.0,500000.0,5.0,0.002085733699333696,0.01527859060510699,0.12603011155149504,-2.7799685962390592,1
20086,1.9273842693927668E-4,3.996187202238259,500.0,500000.0,5.0,0.0027317253553327623,0.018184083250596714,0.15236137975125602,-2.820041903409764,2
20086,0.0,1.4225425791286928,500.0,326248.82135649864,1.946466180732802,-8.685464919796007E-5,0.16052140045838068,0.09198851448376463,-1.5693272299044854,3
20086,3.1125043746264435E-4,4.000000000000002,500.0,500000.0,4.830264215234953,0.003166226376085052,0.018458909993373462,0.15975322055968227,-3.2221370040338497,1
20086,0.0,1.7030819704151123,500.0,355763.93749347643,5.0,-1.0145227089016452E-4,0.07732433676541539,0.0356310306348314,-1.3948888457499933,1
