evolution$generation,diffusion,alphalocalization,growthrate,population,diffusionsteps,moran,distance,entropy,slope,evolution$samples
2758,0.0036101667336214914,3.7974719537178268,500.0,178600.148371205,1.8898246305948305,0.003328059136205667,0.02639249778500663,0.16860699507487592,-3.1038997346097785,1
2758,6.283674675976677E-4,3.2157822817893016,500.0,500000.0,2.819337455391441,0.004311895763164054,0.02170437366866368,0.1990817903784868,-3.1249746663869695,1
2758,4.3373088718911374E-4,3.200479406342515,500.0,488720.11118045077,2.6920304227052534,0.0026719315083753342,0.019148988508560175,0.1610428173312354,-2.2295006180072265,7
2758,1.9099235996986394E-4,4.000000000000002,500.0,500000.0,5.0,0.0031059661630671092,0.020196325819541897,0.17209278930516012,-2.8228260509016163,1
2758,4.4211990680813286E-4,3.972099832118352,500.0,243102.92156685967,5.0,0.0034975030218891497,0.025981224277136655,0.187953839452434,-2.3086915210799557,37
2758,7.702592698656218E-5,1.707563964694348,500.0,328555.1294633505,2.503745649882398,1.9863275632154236E-4,0.18438737691194082,0.0765891373465225,-1.5111656766777044,5
2758,0.0,1.260279588114886,500.0,389402.50220937945,4.8314438151506565,-1.3447883432143336E-4,0.19675857259830984,0.12326065105986686,-1.6098025515817593,1
2758,5.4344347362369466E-5,3.2896622503317263,500.0,446611.95060853823,3.326577273069125,3.0783919282111814E-4,0.009138887899399829,0.048316420557982895,-1.4664867931909924,15
2758,0.0,1.598642374396541,500.0,373604.6263051104,5.0,-8.397173514316184E-5,0.06131849868881167,0.03301514407079105,-1.3589562583160857,5
2758,0.0,1.463723232705583,500.0,304416.5160615426,1.557148306766265,-8.857516197683133E-5,0.15513708622153344,0.08083902346300083,-1.5272503577321577,2
2758,0.0,1.630422675662497,500.0,316035.4718121893,5.0,-1.374772829175712E-4,0.10903088529605225,0.04851206655654641,-1.2376402635380188,1
2758,1.587075788558697E-5,4.000000000000002,500.0,444926.3139175424,3.1224597129788445,3.261092735305313E-5,0.005307645414964877,0.018935916763698282,-1.2196692704292627,1
2758,0.0,1.96352765102369,500.0,130476.31102986043,5.0,-1.3755564201476517E-4,0.10572993387114224,0.03896541413127592,-1.0220648655483102,1
2758,0.0,1.5161061093511328,500.0,405461.23018435907,3.3813132062515634,-1.3627592798341862E-4,0.03738474362450629,0.02662587072694462,-1.2693018645425536,1
2758,2.0180060082306906E-4,3.99260357867079,500.0,500000.0,5.0,0.0032449676650881925,0.019003463481630962,0.17708566241200602,-2.839795218592886,3
2758,3.5503692270431766E-4,4.000000000000002,500.0,184653.20326376832,4.825855725148987,0.0015135112497041787,0.023397253941439718,0.12383112358617789,-1.6382864184443575,14
2758,0.0,1.6065568442779177,500.0,291047.6019144064,3.638547763298773,-1.120422421477802E-4,0.09280021956344975,0.05624856440897551,-1.3690780790574124,2
2758,0.0,1.5907301061669623,500.0,473817.18723678734,4.519313081437829,-1.0673364457671191E-4,0.04706589162089149,0.02267429322198167,-1.2864961348458182,2
2758,0.0,1.672059045710158,500.0,500000.0,5.0,-1.1200459505998938E-4,0.057268764025491685,0.02349268454292316,-1.3351846409970631,1
2758,0.0,1.8825722928256488,500.0,119708.54575549407,2.227275408999713,-1.2947388444289087E-4,0.11957438148815613,0.055801920792614236,-1.1103591977622704,7
2758,3.70903148903831E-4,3.686267782848211,500.0,494817.85966120847,2.8545906854448715,0.002234839576141512,0.017080304673924657,0.14718965942654708,-2.093929934479442,54
2758,0.003513920185081403,3.8908979282467375,535.8806001536874,174271.8519158045,1.8951029790923957,0.002889789325193906,0.02761702529116473,0.15546869652468687,-2.9185966821320037,1
2758,0.0,1.4597186651177831,500.0,420580.93712877156,1.3229581724114576,-1.0167185528416545E-4,0.13356635575804443,0.061556480251565265,-1.4971112363978403,28
2758,2.2993723940329736E-5,4.000000000000002,500.0,402779.63419306156,1.4614473811382664,-5.463215419629724E-5,0.0090127995460388,0.01291249746139818,-1.2036210462936945,1
2758,2.4594417895319455E-9,2.0654541251923804,500.0,332442.4312487208,4.619415434626382,-1.233206111200797E-4,0.020042998105948468,0.013024953351778454,-1.1195614594901566,1
2758,0.0,1.4807692810552306,681.2742924222061,500000.0,1.0570243398151873,-1.1641705832084657E-4,0.1396435213066899,0.07179131167181592,-1.4517160162716034,3
2758,1.660943838320058E-5,2.4672336165611495,500.0,379999.89663047774,5.0,1.1654559623694442E-4,0.0168573093220308,0.03164804920785924,-1.3160649935166229,1
